,ID,permalink,username,text,date,formatted_date,retweets,favorites,mentions,hashtags,geo,urls,author_id
10,1211851693207371776,https://twitter.com/amahabal/status/1211851693207371776,,#AIDebate https:// medium.com/@amahabal/half way-between-marcus-and-bengio-d5ed5f88c2b9?sk=9359b6d99d71714c3d29458abfe2b146 …,2019-12-31 03:28:53,Tue Dec 31 03:28:53 +0000 2019,1,1,@amahabal,#AIDebate,,https://medium.com/@amahabal/halfway-between-marcus-and-bengio-d5ed5f88c2b9?sk=9359b6d99d71714c3d29458abfe2b146,19096121
11,1211835471661109248,https://twitter.com/GaryMarcus/status/1211835471661109248,,"As this decade comes to a close, and apropos the #AIDebate , I want to repeat one of the first things that I wrote in the last decade, because looking more broadly than we have looked, still strikes me as the best way forward: pic.twitter.com/bBoq3xUZwA",2019-12-31 02:24:25,Tue Dec 31 02:24:25 +0000 2019,9,49,,#AIDebate,,,232294292
12,1211830521484976128,https://twitter.com/Montreal_AI/status/1211830521484976128,,"The AI field is in its infancy. A great definition of deep learning would allow the field to be more welcoming, to extend its reach to other fields and to illuminate the state of discourse. #AIDebate pic.twitter.com/u85tDxoTQl",2019-12-31 02:04:45,Tue Dec 31 02:04:45 +0000 2019,6,23,,#AIDebate,,,919860212
13,1211774907073232896,https://twitter.com/DrLabdeck/status/1211774907073232896,,This past decade will be known as the decade when we didn't perceive #Alexa as a threat. #skynet #AIDebate #2020WillBeTheYearFor,2019-12-30 22:23:46,Mon Dec 30 22:23:46 +0000 2019,1,2,,#Alexa #skynet #AIDebate #2020WillBeTheYearFor,,,323840150
14,1211754515151704065,https://twitter.com/nafiz_h/status/1211754515151704065,,/s #AIDebate https:// twitter.com/zergylord/stat us/1211493810020196353 …,2019-12-30 21:02:44,Mon Dec 30 21:02:44 +0000 2019,0,4,,#AIDebate,,https://twitter.com/zergylord/status/1211493810020196353,3095056652
15,1211754148674375691,https://twitter.com/DominicGarneau/status/1211754148674375691,,Honoré d'avoir participé à cet événement marquant pour la suite de l'histoire de l' #IntelligenceArtificielle . #AIDebate https:// twitter.com/aigirlcoppelia /status/1211683788025139202 …,2019-12-30 21:01:17,Mon Dec 30 21:01:17 +0000 2019,3,4,,#IntelligenceArtificielle #AIDebate,,https://twitter.com/aigirlcoppelia/status/1211683788025139202,154572202
16,1211748507566120960,https://twitter.com/BIAFRA24/status/1211748507566120960,,With #Anambra Tax payers money this lady and her husband (Gov W Obiano) is really helping Texas in USA to deal with poverty. #Dallas @texasgov responsibility! hmmmm we didn’t know African state governor is giving to Texas #AIDebate https:// twitter.com/The042Network/ status/1211679370005356545 …,2019-12-30 20:38:52,Mon Dec 30 20:38:52 +0000 2019,0,0,@texasgov,#Anambra #Dallas #AIDebate,,https://twitter.com/The042Network/status/1211679370005356545,2919509573
17,1211747974688194561,https://twitter.com/Bullshit_AI/status/1211747974688194561,,"When few outliers point out serious problems e.g. lack of definitions and basic consensus, #landgrab and group-think, here is some polling the same group (""do you think you fucked up?"") to declare there is no problem. So objective! #AIDebate #deeplearning #MachineLearning https:// twitter.com/jachiam0/statu s/1210600717481922560 …",2019-12-30 20:36:45,Mon Dec 30 20:36:45 +0000 2019,0,0,,#landgrab #AIDebate #deeplearning #MachineLearning,,https://twitter.com/jachiam0/status/1210600717481922560,1066738010178428929
18,1211743987490598913,https://twitter.com/Bullshit_AI/status/1211743987490598913,,"So, math & stats is #deeplearning , generalization is simplicity ... and what's next? @ylecun is @GaryMarcus and Hinton is Newton? Simpler models are likely (not always) to generalize better, that doesn't mean generalization := \equiv simplicity. #AIDebate #MachineLearning #AI https:// twitter.com/DeepSpiker/sta tus/1211393790432468993 …",2019-12-30 20:20:54,Mon Dec 30 20:20:54 +0000 2019,1,0,@ylecun @GaryMarcus,#deeplearning #AIDebate #MachineLearning #AI,,https://twitter.com/DeepSpiker/status/1211393790432468993,1066738010178428929
19,1211743899040894976,https://twitter.com/reiinakano/status/1211743899040894976,,Clearly the true winner of the #AIDebate,2019-12-30 20:20:33,Mon Dec 30 20:20:33 +0000 2019,1,5,,#AIDebate,,,70098171
20,1211732536482844672,https://twitter.com/ceobillionaire/status/1211732536482844672,,"Will do, for Event 2, to be unveiled soon. But, Event 1 #AIDebate if not over yet ;)",2019-12-30 19:35:24,Mon Dec 30 19:35:24 +0000 2019,2,1,,#AIDebate,,,176540776
21,1211717833874231297,https://twitter.com/MCMedSociety/status/1211717833874231297,,Do you agree? What other trends do u see 4 #2020? #AIDebate #WearableTech #extendedreality https://www. forbes.com/sites/bernardm arr/2019/11/01/the-9-biggest-technology-trends-that-will-transform-medicine-and-healthcare-in-2020/#70bdaf3372cd …,2019-12-30 18:36:58,Mon Dec 30 18:36:58 +0000 2019,1,2,,#2020 #AIDebate #WearableTech #extendedreality #70bdaf3372cd,,https://www.forbes.com/sites/bernardmarr/2019/11/01/the-9-biggest-technology-trends-that-will-transform-medicine-and-healthcare-in-2020/#70bdaf3372cd,30742344
22,1211705949104160768,https://twitter.com/jachiam0/status/1211705949104160768,,"The votes are in: the ""Nay""s have it, with a resounding 92.2% of nearly a thousand votes. The #AIDebate convinced very few people to substantially change course. (1/6) https:// twitter.com/jachiam0/statu s/1210600717481922560 …",2019-12-30 17:49:45,Mon Dec 30 17:49:45 +0000 2019,2,4,,#AIDebate,,https://twitter.com/jachiam0/status/1210600717481922560,966815073690730496
23,1211698690743848960,https://twitter.com/ceobillionaire/status/1211698690743848960,,What’s in a name? The ‘deep learning’ debate Yoshua Bengio and Gary Marcus held a debate in Montreal on Monday about the future of artificial intelligence (...) Article by @TiernanRayTech - ZDNet : https://www. zdnet.com/article/whats- in-a-name-the-deep-learning-debate/ … #AIDebate pic.twitter.com/3zGCtlDwXZ,2019-12-30 17:20:54,Mon Dec 30 17:20:54 +0000 2019,2,5,@TiernanRayTech,#AIDebate,,https://www.zdnet.com/article/whats-in-a-name-the-deep-learning-debate/,176540776
24,1211686974559408128,https://twitter.com/dwf/status/1211686974559408128,,"First and last thing I will say about the #AIDebate : is spot on. At the beginning of the decade, DL was the fringe. What brought it mainstream wasn't eloquently argued debating points but hard won results which became too compelling to ignore. Talk is cheap. https:// twitter.com/tyrell_turing/ status/1211383286557290498 …",2019-12-30 16:34:21,Mon Dec 30 16:34:21 +0000 2019,4,45,,#AIDebate,,https://twitter.com/tyrell_turing/status/1211383286557290498,6270652
25,1211643349414940673,https://twitter.com/RahimiSamira/status/1211643349414940673,,"Moreover, I think we are overusing #DL ...For example when simple techniques like regs give us good enough results (almost same results as #DL ) & we are using DL.. @GaryMarcus #AIDebate (2/2)",2019-12-30 13:41:00,Mon Dec 30 13:41:00 +0000 2019,3,11,@GaryMarcus,#DL #DL #AIDebate,,,577385558
26,1211641810101166080,https://twitter.com/RahimiSamira/status/1211641810101166080,,I believe what @GaryMarcus is highlighting is to consider #DL as one tool among others & suggests DL must be supplemented by other techniques..that I agree with somehow #AIDebate (1/2),2019-12-30 13:34:53,Mon Dec 30 13:34:53 +0000 2019,2,10,@GaryMarcus,#DL #AIDebate,,,577385558
27,1211593616646397952,https://twitter.com/InnovatArt/status/1211593616646397952,,"There is currently an interesting #AIDebate on twitter where experts of this domain share their beliefs in this domain: I would say their self-portrait. Does AI is the science of self-portrait, creation of a reflection of its own image? https:// twitter.com/InnovatArt/sta tus/1209425224174841856 … pic.twitter.com/IVSZjHE34x",2019-12-30 10:23:23,Mon Dec 30 10:23:23 +0000 2019,3,5,,#AIDebate,,https://twitter.com/InnovatArt/status/1209425224174841856,949422362348355584
28,1211592704913793026,https://twitter.com/GuiHeinen/status/1211592704913793026,,Isn't it the right time for @JeffCHawkins to join the #AIdebate ?,2019-12-30 10:19:45,Mon Dec 30 10:19:45 +0000 2019,3,5,@JeffCHawkins,#AIdebate,,,843210107337003008
29,1211493810020196353,https://twitter.com/Zergylord/status/1211493810020196353,,"Aristotelian physics may be flawed, but it has been unfairly discarded in favor of Newtonian physics, despite the latter not solving all of the open problems in the field. Clearly the way forward is a hybrid system, wherein aether obeys the conservation of momentum. #AIDebate pic.twitter.com/ZgNpoaqTi7",2019-12-30 03:46:47,Mon Dec 30 03:46:47 +0000 2019,15,112,,#AIDebate,,,50725778
30,1211481907067867136,https://twitter.com/harmvanseijen/status/1211481907067867136,,There's been quite a twitter-storm following the #AIDebate from a week ago. Here's my 2 cents on the debate and the storm that followed it: (1/4),2019-12-30 02:59:29,Mon Dec 30 02:59:29 +0000 2019,5,20,,#AIDebate,,,1205272917602254848
31,1211456215970041856,https://twitter.com/GaryMarcus/status/1211456215970041856,,"Compare this with Yoshua's arguments at #AIdebate against symbols and we have the first and last stages of scientific truth , viz ""it's wrong"" (Yoshua, also Hinton), and ""we knew it all along"" (Luke). Anyone want to cover the middle stage (""It's not important"")? https:// twitter.com/drlukeor/statu s/1211453708887719937 …",2019-12-30 01:17:24,Mon Dec 30 01:17:24 +0000 2019,3,10,,#AIdebate,,https://twitter.com/drlukeor/status/1211453708887719937,232294292
32,1211445085105250304,https://twitter.com/Montreal_AI/status/1211445085105250304,,"“Deep learning is inspired by neural networks of the brain to build learning machines which discover rich and useful internal representations, computed as a composition of learned features and functions.” — Yoshua Bengio #AIDebate",2019-12-30 00:33:10,Mon Dec 30 00:33:10 +0000 2019,6,10,,#AIDebate,,,919860212
33,1211417877154336768,https://twitter.com/mlamons1/status/1211417877154336768,,"Insights into the Bengio-Marcus Debate on the future of Artificial Intelligence - Post Mortem, Part I: The Deep Learning Pivot. #AI #ML #debate #futurist #futurism #IntelligenceFactory #digitaltransformation #futureofAI #bengio #marcus #aidebate http:// ow.ly/VpnB30q5q52",2019-12-29 22:45:03,Sun Dec 29 22:45:03 +0000 2019,5,3,,#AI #ML #debate #futurist #futurism #IntelligenceFactory #digitaltransformation #futureofAI #bengio #marcus #aidebate,,http://ow.ly/VpnB30q5q52,240473635
34,1211407806764638211,https://twitter.com/Ai_Consulting_/status/1211407806764638211,,"Insights into the Bengio-Marcus Debate on the future of Artificial Intelligence - Post Mortem, Part I: The Deep Learning Pivot. #AI #ML #debate #futurist #futurism #IntelligenceFactory #digitaltransformation #futureofAI #bengio #marcus #aidebate http:// ow.ly/ewbX30q5q4C",2019-12-29 22:05:02,Sun Dec 29 22:05:02 +0000 2019,4,3,,#AI #ML #debate #futurist #futurism #IntelligenceFactory #digitaltransformation #futureofAI #bengio #marcus #aidebate,,http://ow.ly/ewbX30q5q4C,1073264661368315904
35,1211406961981308928,https://twitter.com/VidaVakil/status/1211406961981308928,,"Great idea! #AIDebate : let’s train a #GPT -2 with what has been already said, and have it generate a summary. Or have it debate with itself. Since none of the discussions so far have been formal/mathematical, GPT-2 may actually do a good job.",2019-12-29 22:01:41,Sun Dec 29 22:01:41 +0000 2019,2,2,,#AIDebate #GPT,,,373083685
36,1211405537776218123,https://twitter.com/mo_hashir/status/1211405537776218123,,Next up on the #AIDebate : a Capture the Flag (aka Hype) match between OpenAI and DeepMind. Followed by a Yo Mama competition between Brain and MSR.,2019-12-29 21:56:01,Sun Dec 29 21:56:01 +0000 2019,1,2,,#AIDebate,,,764881138875760641
37,1211405109068025858,https://twitter.com/AngeloDalli/status/1211405109068025858,,Missing in #AIDebate is EXPLAINABILITY - DL or some hybrid future #AI needs to explain itself. How else would an AI system prove that it actually understands whatever it’s being trained on? @DARPA #XAI objectives could be priors? @GaryMarcus @Montreal_AI @Quebec_AI @ylecun pic.twitter.com/Bh80LGfBKC,2019-12-29 21:54:19,Sun Dec 29 21:54:19 +0000 2019,2,9,@DARPA @GaryMarcus @Montreal_AI @Quebec_AI @ylecun,#AIDebate #AI #XAI,,,22894187
38,1211387536913895425,https://twitter.com/tatbul/status/1211387536913895425,,Much more interesting than the #AIDebate itself :),2019-12-29 20:44:29,Sun Dec 29 20:44:29 +0000 2019,2,4,,#AIDebate,,,59593606
39,1211353281135554560,https://twitter.com/BettaCharlie/status/1211353281135554560,,We are but the subconstruct of our environment and influences. #Philosophy #AI #AIDebate https:// twitter.com/FrancoisGuite/ status/1211340521639206912 …,2019-12-29 18:28:22,Sun Dec 29 18:28:22 +0000 2019,0,2,,#Philosophy #AI #AIDebate,,https://twitter.com/FrancoisGuite/status/1211340521639206912,1141771312823721984
40,1211351599773310977,https://twitter.com/hectorpal/status/1211351599773310977,,". @GaryMarcus , at IJCAI 2018, both @ylecun and Hector Geffner gave keynote talks taking mentioning System I and II. What do you think about Geffner's position? #AIDebate https:// twitter.com/vicen__gomez/s tatus/1205027554500853760 …",2019-12-29 18:21:41,Sun Dec 29 18:21:41 +0000 2019,1,6,@GaryMarcus @ylecun,#AIDebate,,https://twitter.com/vicen__gomez/status/1205027554500853760,6394822
41,1211328822412500994,https://twitter.com/ceobillionaire/status/1211328822412500994,,The #AIDebate is not over ;),2019-12-29 16:51:11,Sun Dec 29 16:51:11 +0000 2019,2,2,,#AIDebate,,,176540776
42,1211324710929088512,https://twitter.com/VidaVakil/status/1211324710929088512,,#AIDebate = Lost In Translation,2019-12-29 16:34:51,Sun Dec 29 16:34:51 +0000 2019,0,6,,#AIDebate,,,373083685
43,1211316639783956480,https://twitter.com/MichalRolinek/status/1211316639783956480,,"Ad #AIDebate : For me, even without aiming for human-level or general AI, ML is an exciting field with interesting hard problems and revolutionary potential. Now off to skiing . Happy new year everyone !",2019-12-29 16:02:46,Sun Dec 29 16:02:46 +0000 2019,0,4,,#AIDebate,,,965674672988852225
44,1211315357635399680,https://twitter.com/rhyolight/status/1211315357635399680,,"So my audience and I watched @GaryMarcus 's 2017 debate with @ylecun before this debate, and it's funny how people mentioned that they missed Yann LeCun in this year's #AIDebate . https:// twitter.com/rhyolight/stat us/1211312227292086273 …",2019-12-29 15:57:41,Sun Dec 29 15:57:41 +0000 2019,0,1,@GaryMarcus @ylecun,#AIDebate,,https://twitter.com/rhyolight/status/1211312227292086273,6797182
45,1211312231352156160,https://twitter.com/rhyolight/status/1211312231352156160,,"Summary why #AIDebate was fruitless: Gary brings one good idea but refuses to apply it to his own work (Reboot AI!). Yoshua brings one big useless idea to try to see DL from the perspective of consciousness, which is very different from intelligence and moves the goal posts. FIN",2019-12-29 15:45:15,Sun Dec 29 15:45:15 +0000 2019,0,5,,#AIDebate,,,6797182
46,1211312227292086273,https://twitter.com/rhyolight/status/1211312227292086273,,"I am unsatisfied by the recent #AIDebate between @GaryMarcus and Yoshua Bengio. You can listen to most of my views in the video below, but I'm also going to sound off in a mini tweet-storm. 1/6 https://www. youtube.com/watch?v=aQQrpG 3VJOk …",2019-12-29 15:45:14,Sun Dec 29 15:45:14 +0000 2019,1,3,@GaryMarcus,#AIDebate,,https://www.youtube.com/watch?v=aQQrpG3VJOk,6797182
47,1211301249892671489,https://twitter.com/Montreal_AI/status/1211301249892671489,,"""Report on the AI Debate"" In preparation... #AIDebate pic.twitter.com/eMhiwearjd",2019-12-29 15:01:37,Sun Dec 29 15:01:37 +0000 2019,3,3,,#AIDebate,,,919860212
48,1211300017899819009,https://twitter.com/YablokoU/status/1211300017899819009,,Ironically in the #AIDebate Joshua Bengio conteropposed consciousness priors as architectural bias to operations over variables.,2019-12-29 14:56:43,Sun Dec 29 14:56:43 +0000 2019,0,1,,#AIDebate,,,1046361454004326400
49,1211297602538487810,https://twitter.com/raamana_/status/1211297602538487810,,"Yes! As I noted at early in the #AIdebate , we should discuss ways to deal with COIs: https:// twitter.com/raamana_/statu s/1210406280382287873?s=20 …",2019-12-29 14:47:07,Sun Dec 29 14:47:07 +0000 2019,0,2,,#AIdebate,,https://twitter.com/raamana_/status/1210406280382287873?s=20,110940386
50,1211234244858650625,https://twitter.com/Marcela_Varejao/status/1211234244858650625,,"... e visto que falamos de #inteligenciaartifical , eis as jóias para salvar a privacidade do descontrolado #reconhecimentofacial #cyberfashion #futurismo #CyberSecurity #cybermask #AIDebate #ArtificialIntelligence #artificialintelligence #jewellery #jewelrydesign #jewelrylovers pic.twitter.com/mI9Lxo294n",2019-12-29 10:35:22,Sun Dec 29 10:35:22 +0000 2019,0,0,,#inteligenciaartifical #reconhecimentofacial #cyberfashion #futurismo #CyberSecurity #cybermask #AIDebate #ArtificialIntelligence #artificialintelligence #jewellery #jewelrydesign #jewelrylovers,,,1204845654482325504
51,1211232203331518464,https://twitter.com/Marcela_Varejao/status/1211232203331518464,,...As últimas pesquisas psicológicas indicam o pressuposto Acientífico do reconhecimento facial descontrolado. Seria a volta ao futuro de #CesareLombroso e da sua #antropologiacriminal ? Urge regulamentar IA. #AIDebate #kuenstlicheintelligenz @AINowInstitute @SF_Moro @gen_heleno pic.twitter.com/hoTVMMpP94,2019-12-29 10:27:15,Sun Dec 29 10:27:15 +0000 2019,0,0,@AINowInstitute @SF_Moro @gen_heleno,#CesareLombroso #antropologiacriminal #AIDebate #kuenstlicheintelligenz,,,1204845654482325504
52,1211204763691339776,https://twitter.com/sourav_datta/status/1211204763691339776,,"It is surprising that most controversial back and forth statements about #AIDebate are coming _after_ the debate, while, the actual debate seemed very mild and people mostly agreed. Perhaps there should be a bigger debate where they get to argue these later points more civilly?",2019-12-29 08:38:13,Sun Dec 29 08:38:13 +0000 2019,2,4,,#AIDebate,,,36964025
53,1211193681534959616,https://twitter.com/Petro_WellTest/status/1211193681534959616,,#Datascience #DataAnalytics #Datanalytics #analytics #data #Statistics #Probability in #Oil & #Gas #ml #AIDebate #machinelearning #DeepLearning #AI #Random https:// wellexpert.blogspot.com/2019/11/var-wi dgetoptions242596-bgcolor.html?spref=tw …,2019-12-29 07:54:11,Sun Dec 29 07:54:11 +0000 2019,3,3,,#Datascience #DataAnalytics #Datanalytics #analytics #data #Statistics #Probability #Oil #Gas #ml #AIDebate #machinelearning #DeepLearning #AI #Random,,https://wellexpert.blogspot.com/2019/11/var-widgetoptions242596-bgcolor.html?spref=tw,932966360136724481
54,1211151344016347136,https://twitter.com/AnimaAnandkumar/status/1211151344016347136,,And I am sorry if I caused any harm. I strive to bring healthy culture of discourse to #AIDebate I will write about Bayesian NN after my vacation. Hope you all have a great holiday season!,2019-12-29 05:05:57,Sun Dec 29 05:05:57 +0000 2019,2,9,,#AIDebate,,,2882893927
55,1211138599451865088,https://twitter.com/MichaelPayton67/status/1211138599451865088,,"Sounds like #DeepLearning has inherited the worst aspects of neural network theory. Namely to have no theory. Instead, questions of how the mind works turn into q’s of how to build x using whatever tools I have at hand. Popper would agree. This isn’t #science . #AIDebate https:// twitter.com/angelodalli/st atus/1210844167913517056 …",2019-12-29 04:15:18,Sun Dec 29 04:15:18 +0000 2019,0,3,,#DeepLearning #science #AIDebate,,https://twitter.com/angelodalli/status/1210844167913517056,304578582
56,1211123189952196608,https://twitter.com/ICTMontreal/status/1211123189952196608,,#computerscience #mathematics #AIDebate https:// twitter.com/hardmaru/statu s/1207665733255122944 …,2019-12-29 03:14:04,Sun Dec 29 03:14:04 +0000 2019,2,3,,#computerscience #mathematics #AIDebate,,https://twitter.com/hardmaru/status/1207665733255122944,94244539
57,1211105078813306881,https://twitter.com/ceobillionaire/status/1211105078813306881,,updated readings on #AIDebate https:// montrealartificialintelligence.com/aidebate/,2019-12-29 02:02:06,Sun Dec 29 02:02:06 +0000 2019,1,2,,#AIDebate,,https://montrealartificialintelligence.com/aidebate/,176540776
58,1211088376775921674,https://twitter.com/ahmaurya/status/1211088376775921674,,"Perhaps not? @GaryMarcus has participated in 2 #AIDebate with Turing winners. Ample opportunities to decimate current hype with something better he wants to create or even set up benchmarks that AI systems should conquer. All activity, no productivity. Only carping produced.",2019-12-29 00:55:44,Sun Dec 29 00:55:44 +0000 2019,0,1,@GaryMarcus,#AIDebate,,,17162491
59,1211084414152663040,https://twitter.com/ahmaurya/status/1211084414152663040,,You are telling that to the person who has participated in 2 #AIDebate to try to claim credit for shaping what can or cannot be called #AI . Just sayin...,2019-12-29 00:39:59,Sun Dec 29 00:39:59 +0000 2019,0,0,,#AIDebate #AI,,,17162491
60,1211066104728055808,https://twitter.com/VidaVakil/status/1211066104728055808,,"#AIDebate I think this thread and corresponding article is relevant, a good lesson, especially that AI is such a multi-disciplinary field. “Once a field commits to a particular hypothesis, the research resources — funding, experimental models, and training — all get in line”... https:// twitter.com/StuartJRitchie /status/1210667970457985025 …",2019-12-28 23:27:14,Sat Dec 28 23:27:14 +0000 2019,1,5,,#AIDebate,,https://twitter.com/StuartJRitchie/status/1210667970457985025,373083685
61,1211046256233058304,https://twitter.com/AngeloDalli/status/1211046256233058304,,"@SchmidhuberAI long term view can help @GaryMarcus & Bengio #AIDebate : DL does encompass ANN optimization, gradient descent learning, recurrent networks (RNNs, GRUs, LSTMs), GANs, attention, reinforcement learning, transfer & cloning and NN transforms @ceobillionaire 1/2 pic.twitter.com/ufkWRZtDgE",2019-12-28 22:08:22,Sat Dec 28 22:08:22 +0000 2019,2,4,@SchmidhuberAI @GaryMarcus @ceobillionaire,#AIDebate,,,22894187
62,1211043697212694528,https://twitter.com/EricLeonardis/status/1211043697212694528,,People keep arguing about deep learning versus symbolic systems... when clearly we need to ditch both and build better spiking networks. ;) Nothing good comes easy. #deeplearning #AI #AIdebate,2019-12-28 21:58:12,Sat Dec 28 21:58:12 +0000 2019,2,8,,#deeplearning #AI #AIdebate,,,2244891990
63,1211042052793745408,https://twitter.com/luislamb/status/1211042052793745408,,"Thanks @GaryMarcus , Yoshua Bengio & @ceobillionaire at @Montreal_AI for bringing up such an important debate to the attention of many, including non-specialists. #AIDebate https:// twitter.com/garymarcus/sta tus/1211020950398914561 …",2019-12-28 21:51:40,Sat Dec 28 21:51:40 +0000 2019,7,19,@GaryMarcus @ceobillionaire @Montreal_AI,#AIDebate,,https://twitter.com/garymarcus/status/1211020950398914561,19989030
64,1211024244177612800,https://twitter.com/InnovatArt/status/1211024244177612800,,"The choice of the language is missing in #aidebate : why a script language like python is mainly used to make AI implementation? If there is a reboot: please, think for ex to build library or make an integration with functional (OCaml,...), logical (Prolog,...) languages ...",2019-12-28 20:40:54,Sat Dec 28 20:40:54 +0000 2019,2,3,,#aidebate,,,949422362348355584
65,1211020950398914561,https://twitter.com/GaryMarcus/status/1211020950398914561,,"thanks! there is a long list of suggested readings at back of http:// rebooting.ai . for more technical work I would also suggest eg visiting webpages of @mpshanahan @_rockt @AvilaGarcez @luislamb @AnimaAnandkumar , Josh Tenenbaum, Ernest Davis + Bengio's #AIdebate papers https:// twitter.com/iawaisrauf/sta tus/1211008964575424512 …",2019-12-28 20:27:48,Sat Dec 28 20:27:48 +0000 2019,16,67,@mpshanahan @_rockt @AvilaGarcez @luislamb @AnimaAnandkumar,#AIdebate,,"http://rebooting.ai,https://twitter.com/iawaisrauf/status/1211008964575424512",232294292
66,1210995586532593664,https://twitter.com/Bullshit_AI/status/1210995586532593664,,"Then you have been misrepresenting yourself in different mediums.. I’ve seen enough of your comments, or lack of responses to others comments, in the #AIdebate to conclude you believe DL as it stands can solve anything, including AGI (“pointless to discuss what DL can/cant do”)",2019-12-28 18:47:01,Sat Dec 28 18:47:01 +0000 2019,1,0,,#AIdebate,,,1066738010178428929
67,1210974457734533121,https://twitter.com/Bullshit_AI/status/1210974457734533121,,Says the guy who can’t even admit DL has fundamental limitations despite constant pushback by a lot of respected scientists in the #AIdebate .,2019-12-28 17:23:04,Sat Dec 28 17:23:04 +0000 2019,0,0,,#AIdebate,,,1066738010178428929
68,1210951708802719748,https://twitter.com/raamana_/status/1210951708802719748,,"While preparing for the #AIDebate , I watched the 2017 LeCun vs Marcus debate (which was helpful for me) at NYU moderated by Prof. David Chalmers, they seemed civil and courteous to each other.. what happened since then? https://www. youtube.com/watch?v=aCCotx qxFsk …",2019-12-28 15:52:40,Sat Dec 28 15:52:40 +0000 2019,0,0,,#AIDebate,,https://www.youtube.com/watch?v=aCCotxqxFsk,110940386
